received_at,id,schema_ref,software_name,software_version,uploader_id,system_name,station_name,event_type,message_data,header_data,data_size
2026-05-25 23:31:00.467723+00,217423506,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,01f1fce1a69387359ab2900df5e5d2a184968aa2,Alpha Centauri,"",FSDJump,"{""Body"": ""Alpha Centauri"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 2, ""Powers"": [""Aisling Duval"", ""Edmund Mahon"", ""Li Yong-Rui"", ""Yuri Grom"", ""Zemina Torval"", ""Jerome Archer""], ""StarPos"": [3.03125, -0.09375, 3.15625], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Partnership of Alpha Centauri"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Confederacy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Freedom Party"", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.131394, ""Allegiance"": ""Independent"", ""Government"": ""Dictatorship"", ""ActiveStates"": [{""State"": ""CivilUnrest""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Advanced Corp."", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""ActiveStates"": [{""State"": ""PirateAttack""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Gold Brotherhood"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.01003, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""ActiveStates"": [{""State"": ""Bust""}, {""State"": ""NaturalDisaster""}], ""FactionState"": ""Bust""}, {""Name"": ""Alpha Centauri Liberals"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131394, ""Allegiance"": ""Federation"", ""Government"": ""Democracy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar"", ""RecoveringStates"": [{""State"": ""PirateAttack"", ""Trend"": 0}]}, {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.36008, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion"", ""RecoveringStates"": [{""State"": ""PublicHoliday"", ""Trend"": 0}]}], ""horizons"": true, ""Conflicts"": [{""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Partnership of Alpha Centauri"", ""Stake"": """", ""WonDays"": 0}, ""Faction2"": {""Name"": ""Alpha Centauri Advanced Corp."", ""Stake"": ""Yan Excavation Hub"", ""WonDays"": 1}}, {""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Alpha Centauri Freedom Party"", ""Stake"": """", ""WonDays"": 2}, ""Faction2"": {""Name"": ""Alpha Centauri Liberals"", ""Stake"": ""Markus Extraction Exchange"", ""WonDays"": 3}}], ""Multicrew"": false, ""timestamp"": ""2026-05-25T23:30:54Z"", ""Population"": 106811, ""StarSystem"": ""Alpha Centauri"", ""SystemAddress"": 1178708478315, ""SystemEconomy"": ""$economy_Extraction;"", ""SystemFaction"": {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Exploited"", ""SystemSecurity"": ""$SYSTEM_SECURITY_medium;"", ""ControllingPower"": ""Jerome Archer"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_HighTech;"", ""PowerplayStateUndermining"": 833750, ""PowerplayStateReinforcement"": 222937, ""PowerplayStateControlProgress"": 12270.375}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""01f1fce1a69387359ab2900df5e5d2a184968aa2"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T23:30:55.942582Z""}",3319
2026-05-25 23:23:55.516449+00,217416913,https://eddn.edcd.io/schemas/journal/1,GameGlass,7.8.4,150300207dd54f2e080e530a0535aa5a384be374,Alpha Centauri,"",FSDJump,"{""Body"": ""Alpha Centauri"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 2, ""Powers"": [""Aisling Duval"", ""Edmund Mahon"", ""Li Yong-Rui"", ""Yuri Grom"", ""Zemina Torval"", ""Jerome Archer""], ""StarPos"": [3.03125, -0.09375, 3.15625], ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Partnership of Alpha Centauri"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Confederacy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Freedom Party"", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.131394, ""Allegiance"": ""Independent"", ""Government"": ""Dictatorship"", ""ActiveStates"": [{""State"": ""CivilUnrest""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Advanced Corp."", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""ActiveStates"": [{""State"": ""PirateAttack""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Gold Brotherhood"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.01003, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""ActiveStates"": [{""State"": ""Bust""}, {""State"": ""NaturalDisaster""}], ""FactionState"": ""Bust""}, {""Name"": ""Alpha Centauri Liberals"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131394, ""Allegiance"": ""Federation"", ""Government"": ""Democracy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar"", ""RecoveringStates"": [{""State"": ""PirateAttack"", ""Trend"": 0}]}, {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.36008, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion"", ""RecoveringStates"": [{""State"": ""PublicHoliday"", ""Trend"": 0}]}], ""Conflicts"": [{""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Partnership of Alpha Centauri"", ""Stake"": """", ""WonDays"": 0}, ""Faction2"": {""Name"": ""Alpha Centauri Advanced Corp."", ""Stake"": ""Yan Excavation Hub"", ""WonDays"": 1}}, {""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Alpha Centauri Freedom Party"", ""Stake"": """", ""WonDays"": 2}, ""Faction2"": {""Name"": ""Alpha Centauri Liberals"", ""Stake"": ""Markus Extraction Exchange"", ""WonDays"": 3}}], ""Multicrew"": false, ""timestamp"": ""2026-05-25T23:23:54Z"", ""Population"": 106811, ""StarSystem"": ""Alpha Centauri"", ""SystemAddress"": 1178708478315, ""SystemEconomy"": ""$economy_Extraction;"", ""SystemFaction"": {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Exploited"", ""SystemSecurity"": ""$SYSTEM_SECURITY_medium;"", ""ControllingPower"": ""Jerome Archer"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_HighTech;"", ""PowerplayStateUndermining"": 833750, ""PowerplayStateReinforcement"": 222937, ""PowerplayStateControlProgress"": 12270.375}","{""uploaderID"": ""150300207dd54f2e080e530a0535aa5a384be374"", ""softwareName"": ""GameGlass"", ""softwareVersion"": ""7.8.4"", ""gatewayTimestamp"": ""2026-05-25T23:23:55.039958Z""}",3209
2026-05-25 22:54:40.53194+00,217389851,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,a294c2c7252f94a2941599ca4918d5c8fefa2f74,Alpha Centauri,"",FSDJump,"{""Body"": ""Alpha Centauri"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 2, ""Powers"": [""Aisling Duval"", ""Edmund Mahon"", ""Li Yong-Rui"", ""Yuri Grom"", ""Zemina Torval"", ""Jerome Archer""], ""StarPos"": [3.03125, -0.09375, 3.15625], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Partnership of Alpha Centauri"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Confederacy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Freedom Party"", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.131394, ""Allegiance"": ""Independent"", ""Government"": ""Dictatorship"", ""ActiveStates"": [{""State"": ""CivilUnrest""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Advanced Corp."", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""ActiveStates"": [{""State"": ""PirateAttack""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Gold Brotherhood"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.01003, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""ActiveStates"": [{""State"": ""Bust""}, {""State"": ""NaturalDisaster""}], ""FactionState"": ""Bust""}, {""Name"": ""Alpha Centauri Liberals"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131394, ""Allegiance"": ""Federation"", ""Government"": ""Democracy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar"", ""RecoveringStates"": [{""State"": ""PirateAttack"", ""Trend"": 0}]}, {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""Happiness"": ""$Faction_HappinessBand1;"", ""Influence"": 0.36008, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion"", ""RecoveringStates"": [{""State"": ""PublicHoliday"", ""Trend"": 0}]}], ""horizons"": true, ""Conflicts"": [{""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Partnership of Alpha Centauri"", ""Stake"": """", ""WonDays"": 0}, ""Faction2"": {""Name"": ""Alpha Centauri Advanced Corp."", ""Stake"": ""Yan Excavation Hub"", ""WonDays"": 1}}, {""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Alpha Centauri Freedom Party"", ""Stake"": """", ""WonDays"": 2}, ""Faction2"": {""Name"": ""Alpha Centauri Liberals"", ""Stake"": ""Markus Extraction Exchange"", ""WonDays"": 3}}], ""Multicrew"": false, ""timestamp"": ""2026-05-25T22:54:38Z"", ""Population"": 106811, ""StarSystem"": ""Alpha Centauri"", ""SystemAddress"": 1178708478315, ""SystemEconomy"": ""$economy_Extraction;"", ""SystemFaction"": {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Exploited"", ""SystemSecurity"": ""$SYSTEM_SECURITY_medium;"", ""ControllingPower"": ""Jerome Archer"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_HighTech;"", ""PowerplayStateUndermining"": 832965, ""PowerplayStateReinforcement"": 222164, ""PowerplayStateControlProgress"": 12270.375}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""a294c2c7252f94a2941599ca4918d5c8fefa2f74"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T22:54:39.284565Z""}",3319
2026-05-25 22:35:00.119811+00,217371252,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,2bea949241e0ce562e3d52617d9a56bbc6c8f7a4,Alpha Centauri,"",FSDJump,"{""Body"": ""Alpha Centauri"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 2, ""Powers"": [""Aisling Duval"", ""Edmund Mahon"", ""Li Yong-Rui"", ""Yuri Grom"", ""Zemina Torval"", ""Jerome Archer""], ""StarPos"": [3.03125, -0.09375, 3.15625], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Partnership of Alpha Centauri"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Confederacy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Freedom Party"", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.131394, ""Allegiance"": ""Independent"", ""Government"": ""Dictatorship"", ""ActiveStates"": [{""State"": ""CivilUnrest""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Advanced Corp."", ""Happiness"": ""$Faction_HappinessBand3;"", ""Influence"": 0.183551, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""ActiveStates"": [{""State"": ""PirateAttack""}, {""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Gold Brotherhood"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.01003, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""ActiveStates"": [{""State"": ""Bust""}, {""State"": ""NaturalDisaster""}], ""FactionState"": ""Bust""}, {""Name"": ""Alpha Centauri Liberals"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131394, ""Allegiance"": ""Federation"", ""Government"": ""Democracy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar"", ""RecoveringStates"": [{""State"": ""PirateAttack"", ""Trend"": 0}]}, {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.36008, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion"", ""RecoveringStates"": [{""State"": ""PublicHoliday"", ""Trend"": 0}]}], ""horizons"": true, ""Conflicts"": [{""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Partnership of Alpha Centauri"", ""Stake"": """", ""WonDays"": 0}, ""Faction2"": {""Name"": ""Alpha Centauri Advanced Corp."", ""Stake"": ""Yan Excavation Hub"", ""WonDays"": 1}}, {""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Alpha Centauri Freedom Party"", ""Stake"": """", ""WonDays"": 2}, ""Faction2"": {""Name"": ""Alpha Centauri Liberals"", ""Stake"": ""Markus Extraction Exchange"", ""WonDays"": 3}}], ""Multicrew"": false, ""timestamp"": ""2026-05-25T22:34:53Z"", ""Population"": 106811, ""StarSystem"": ""Alpha Centauri"", ""SystemAddress"": 1178708478315, ""SystemEconomy"": ""$economy_Extraction;"", ""SystemFaction"": {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Exploited"", ""SystemSecurity"": ""$SYSTEM_SECURITY_medium;"", ""ControllingPower"": ""Jerome Archer"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_HighTech;"", ""PowerplayStateUndermining"": 832965, ""PowerplayStateReinforcement"": 222164, ""PowerplayStateControlProgress"": 12270.375}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""2bea949241e0ce562e3d52617d9a56bbc6c8f7a4"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T22:34:56.410087Z""}",3319
2026-05-25 22:15:50.445445+00,217352312,https://eddn.edcd.io/schemas/journal/1,GameGlass,7.8.4,710613899ae26d5106f23f4401c6900ecffc5c63,Alpha Centauri,"",FSDJump,"{""Body"": ""Alpha Centauri"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 2, ""Powers"": [""Aisling Duval"", ""Edmund Mahon"", ""Li Yong-Rui"", ""Yuri Grom"", ""Zemina Torval"", ""Jerome Archer""], ""StarPos"": [3.03125, -0.09375, 3.15625], ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Partnership of Alpha Centauri"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.142285, ""Allegiance"": ""Federation"", ""Government"": ""Confederacy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Freedom Party"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131263, ""Allegiance"": ""Independent"", ""Government"": ""Dictatorship"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Advanced Corp."", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.142285, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Gold Brotherhood"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.01002, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""ActiveStates"": [{""State"": ""Bust""}], ""FactionState"": ""Bust""}, {""Name"": ""Alpha Centauri Liberals"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131263, ""Allegiance"": ""Federation"", ""Government"": ""Democracy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar"", ""RecoveringStates"": [{""State"": ""PirateAttack"", ""Trend"": 0}]}, {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.442886, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""FactionState"": ""Boom"", ""RecoveringStates"": [{""State"": ""PublicHoliday"", ""Trend"": 0}]}], ""Conflicts"": [{""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Partnership of Alpha Centauri"", ""Stake"": """", ""WonDays"": 1}, ""Faction2"": {""Name"": ""Alpha Centauri Advanced Corp."", ""Stake"": ""Yan Excavation Hub"", ""WonDays"": 3}}, {""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Alpha Centauri Freedom Party"", ""Stake"": """", ""WonDays"": 0}, ""Faction2"": {""Name"": ""Alpha Centauri Liberals"", ""Stake"": ""Markus Extraction Exchange"", ""WonDays"": 0}}], ""Multicrew"": false, ""timestamp"": ""2026-05-21T00:26:54Z"", ""Population"": 106811, ""StarSystem"": ""Alpha Centauri"", ""SystemAddress"": 1178708478315, ""SystemEconomy"": ""$economy_Extraction;"", ""SystemFaction"": {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""FactionState"": ""Boom""}, ""PowerplayState"": ""Fortified"", ""SystemSecurity"": ""$SYSTEM_SECURITY_medium;"", ""ControllingPower"": ""Jerome Archer"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_HighTech;"", ""PowerplayStateUndermining"": 1468892, ""PowerplayStateReinforcement"": 300727, ""PowerplayStateControlProgress"": 6607.507324}","{""uploaderID"": ""710613899ae26d5106f23f4401c6900ecffc5c63"", ""softwareName"": ""GameGlass"", ""softwareVersion"": ""7.8.4"", ""gatewayTimestamp"": ""2026-05-25T22:15:50.148835Z""}",3078
2026-05-25 22:03:50.480057+00,217338441,https://eddn.edcd.io/schemas/journal/1,GameGlass,7.8.4,ca432b66775435232c753105f2cc9f93585d5493,Alpha Centauri,"",FSDJump,"{""Body"": ""Alpha Centauri"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 2, ""Powers"": [""Aisling Duval"", ""Edmund Mahon"", ""Li Yong-Rui"", ""Yuri Grom"", ""Zemina Torval"", ""Jerome Archer""], ""StarPos"": [3.03125, -0.09375, 3.15625], ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Partnership of Alpha Centauri"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.142285, ""Allegiance"": ""Federation"", ""Government"": ""Confederacy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Freedom Party"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131263, ""Allegiance"": ""Independent"", ""Government"": ""Dictatorship"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Advanced Corp."", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.142285, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar""}, {""Name"": ""Alpha Centauri Gold Brotherhood"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.01002, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""ActiveStates"": [{""State"": ""Bust""}], ""FactionState"": ""Bust""}, {""Name"": ""Alpha Centauri Liberals"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.131263, ""Allegiance"": ""Federation"", ""Government"": ""Democracy"", ""ActiveStates"": [{""State"": ""CivilWar""}], ""FactionState"": ""CivilWar"", ""RecoveringStates"": [{""State"": ""PirateAttack"", ""Trend"": 0}]}, {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.442886, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""FactionState"": ""Boom"", ""RecoveringStates"": [{""State"": ""PublicHoliday"", ""Trend"": 0}]}], ""Conflicts"": [{""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Partnership of Alpha Centauri"", ""Stake"": """", ""WonDays"": 1}, ""Faction2"": {""Name"": ""Alpha Centauri Advanced Corp."", ""Stake"": ""Yan Excavation Hub"", ""WonDays"": 3}}, {""Status"": ""active"", ""WarType"": ""civilwar"", ""Faction1"": {""Name"": ""Alpha Centauri Freedom Party"", ""Stake"": """", ""WonDays"": 0}, ""Faction2"": {""Name"": ""Alpha Centauri Liberals"", ""Stake"": ""Markus Extraction Exchange"", ""WonDays"": 0}}], ""Multicrew"": false, ""timestamp"": ""2026-05-21T00:26:54Z"", ""Population"": 106811, ""StarSystem"": ""Alpha Centauri"", ""SystemAddress"": 1178708478315, ""SystemEconomy"": ""$economy_Extraction;"", ""SystemFaction"": {""Name"": ""Hutton Orbital Truckers Co-Operative"", ""FactionState"": ""Boom""}, ""PowerplayState"": ""Fortified"", ""SystemSecurity"": ""$SYSTEM_SECURITY_medium;"", ""ControllingPower"": ""Jerome Archer"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_HighTech;"", ""PowerplayStateUndermining"": 1468892, ""PowerplayStateReinforcement"": 300727, ""PowerplayStateControlProgress"": 6607.507324}","{""uploaderID"": ""ca432b66775435232c753105f2cc9f93585d5493"", ""softwareName"": ""GameGlass"", ""softwareVersion"": ""7.8.4"", ""gatewayTimestamp"": ""2026-05-25T22:03:48.054663Z""}",3078
