received_at,id,schema_ref,software_name,software_version,uploader_id,system_name,station_name,event_type,message_data,header_data,data_size
2026-05-25 07:42:20.462996+00,216370762,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Linux],6.1.2,7f46c39b2daca3670712717222757e0b29d132a5,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T07:42:16Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""7f46c39b2daca3670712717222757e0b29d132a5"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Linux]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T07:42:17.586999Z""}",2067
2026-05-25 06:38:40.56611+00,216315700,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Linux],6.1.2,923a7c2763b455d675a5cf866a6126876bd95e39,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T06:38:34Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""923a7c2763b455d675a5cf866a6126876bd95e39"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Linux]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T06:38:36.306009Z""}",2067
2026-05-25 05:10:55.47999+00,216252985,https://eddn.edcd.io/schemas/journal/1,EDO Materials Helper,3.9.5,0c458dfa9bf214be7505d5a40625deac2284a3a7,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T05:10:28Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""0c458dfa9bf214be7505d5a40625deac2284a3a7"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDO Materials Helper"", ""softwareVersion"": ""3.9.5"", ""gatewayTimestamp"": ""2026-05-25T05:10:51.757816Z""}",2059
2026-05-25 04:17:35.718203+00,216214289,https://eddn.edcd.io/schemas/journal/1,EDO Materials Helper,3.9.5,5196a33c9fba667f2842f69a0744ab1708a7bea1,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T04:17:28Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""5196a33c9fba667f2842f69a0744ab1708a7bea1"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDO Materials Helper"", ""softwareVersion"": ""3.9.5"", ""gatewayTimestamp"": ""2026-05-25T04:17:34.720672Z""}",2059
2026-05-25 04:12:45.720826+00,216210532,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,9e3d3b35beb90aa31de2188d3254403c003d1afd,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T04:12:39Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""9e3d3b35beb90aa31de2188d3254403c003d1afd"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T04:12:41.404355Z""}",2069
2026-05-25 04:12:45.720826+00,216210555,https://eddn.edcd.io/schemas/journal/1,EDDiscovery,19.1.6.0,9e3d3b35beb90aa31de2188d3254403c003d1afd,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""timestamp"": ""2026-05-25T04:12:39Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""9e3d3b35beb90aa31de2188d3254403c003d1afd"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDDiscovery"", ""softwareVersion"": ""19.1.6.0"", ""gatewayTimestamp"": ""2026-05-25T04:12:43.085529Z""}",2018
2026-05-25 03:49:20.468193+00,216195227,https://eddn.edcd.io/schemas/journal/1,EDDiscovery,19.1.6.0,a6eeb5bc127859b07f02151239d8d0aaa7ff8269,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""timestamp"": ""2026-05-25T03:49:12Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""a6eeb5bc127859b07f02151239d8d0aaa7ff8269"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDDiscovery"", ""softwareVersion"": ""19.1.6.0"", ""gatewayTimestamp"": ""2026-05-25T03:49:16.352421Z""}",2018
2026-05-25 03:49:15.457282+00,216195194,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,a6eeb5bc127859b07f02151239d8d0aaa7ff8269,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T03:49:12Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""a6eeb5bc127859b07f02151239d8d0aaa7ff8269"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T03:49:13.628381Z""}",2069
2026-05-25 02:58:25.605488+00,216157117,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,f01fa1b43d216f53d26038b619621f0c91552028,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-25T02:58:18Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""f01fa1b43d216f53d26038b619621f0c91552028"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-25T02:58:20.666400Z""}",2069
2026-05-25 02:58:25.605488+00,216157166,https://eddn.edcd.io/schemas/journal/1,EDDiscovery,19.1.6.0,f01fa1b43d216f53d26038b619621f0c91552028,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""timestamp"": ""2026-05-25T02:58:18Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""f01fa1b43d216f53d26038b619621f0c91552028"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDDiscovery"", ""softwareVersion"": ""19.1.6.0"", ""gatewayTimestamp"": ""2026-05-25T02:58:24.482110Z""}",2018
